rank,player_id,name,position,team_db
1700,11296ec1-0986-4f71-9cc5-009bfc6e20eb,Tyus Bowser,LB,MIA
1701,9eb54a30-07da-4837-8121-e493b61087e2,Uchenna Nwosu,LB,SEA
1702,889086e5-8dac-42b4-be49-0a96ff51861a,Ugo Amadi,DB,NO
1703,ef2d8b11-1ee8-4271-a4a5-63c02301ce4c,Vederian Lowe,OL,NE
1704,6abb30a9-159c-4640-9c4c-c14f7a1a2474,Ventrell Miller,LB,JAX
1705,2f4d20ce-2d38-4908-a574-b640c4889597,Vi Jones,LB,ARI
1706,85a52aa5-731b-4feb-89a7-d80a8d64c1df,Victor Dimukeje,LB,ARI
1707,a535d1a3-b290-4b22-8785-7afd6ea8bee5,Vita Vea,DL,TB
1708,39b22552-0b64-4521-8aca-6f87b802903c,Von Miller,DL,BUF
1709,63ba4cc4-e39b-4a60-8cdd-9449bbcbd562,Vonn Bell,DB,CIN
1710,83ec78bb-ffbf-46b3-8293-c727050d240f,Walker Little,OL,JAX
1711,0cce6f85-c6bd-466a-83e9-6af2af2a1ebc,Walter Rouse,OL,MIN
1712,28df818c-5bd2-47c7-8b78-4f636a57e4c5,Wanya Morris,OL,KC
1713,0d0b1027-c6ff-42a8-867b-f00633b781f9,Warren McClendon Jr.,OL,LA
1714,84e72a4a-6a99-4a4b-b23c-f46cc710c2c5,Wes Schweitzer,OL,NYJ
1715,c4ccdc78-f175-4385-8fc3-5066066e6d25,Wesley French,OL,IND
1716,b42b8b15-f837-48c6-9694-50e59ca8e968,Will Anderson Jr.,DL,HOU
1717,69437413-5cda-476e-8acc-260ededbc723,Will Clapp,OL,BUF
1718,16b5e483-ac92-4f62-b5d2-3e5a55329874,Will Fries,OL,IND
1719,d13678d4-73c1-4e56-83b6-6194069c2869,Will Harris,DB,NO
1720,155c8d66-1e79-4e06-9e29-4792e48c33bd,Will Hernandez,OL,ARI
1721,5615a01e-3869-46d0-ab08-6e5d5f22d1b7,Will McDonald IV,LB,NYJ
1722,16482dd0-8445-422a-b2a5-33c705e690d8,William Gholston,DL,TB
1723,67d01cc4-bbcf-4806-b4e8-3e8478c3fc7d,Willie Gay Jr.,LB,NO
1724,6a2eeabe-2139-4082-b8f9-ea6f3d5ac4b5,Winston Reid,LB,CLE
1725,b959a994-331b-4fb4-b62e-d216f1b163ff,Wyatt Teller,OL,CLE
1726,b4d29e5e-f27f-4dee-9a75-28239a5840fb,Xavier McKinney,DB,GB
1727,58156812-3ba6-483d-97a1-6a582e4c24b0,Xavier Newman-Johnson,OL,NYJ
1728,4e21fd08-540f-4e72-881d-08345c734246,Xavier Thomas,LB,ARI
1729,21993e1d-2ea0-4b7e-b26f-ad4f515054c2,Xavier Woods,DB,CAR
1730,031f057b-026f-4ee4-a86c-6f849e986278,Yasir Abdullah,LB,JAX
1731,f9739d41-b9ee-460a-b8f4-327f2e2fcbee,Yaya Diaby,LB,TB
1732,b57e5b9c-3612-40fe-8768-4eb50d2c1bfd,Yetur Gross-Matos,LB,SF
1733,9ca72805-8190-4555-92af-3e7263234a08,Yodny Cajuste,OL,NYG
1734,d4cb756a-b644-4396-ab12-44cb0567dca2,Yosh Nijman,OL,CAR
1735,7b638cbb-7915-43a7-ad7c-3a2c2e2a3091,Za'Darius Smith,DL,DET
1736,c0fe601f-c2c0-420f-9b85-69d47770043c,Zacch Pickens,DL,CHI
1737,2a80d9d8-94ce-49c4-9c1f-069acdfa01b6,Zach Allen,DL,DEN
1738,728343ff-34f8-4c6f-b211-ed61ab17de9f,Zach Cunningham,LB,DEN
1739,8d1a0ad0-8089-4114-ac79-ed4f39d676e8,Zach Frazier,OL,PIT
1740,0cc2b4f7-2b99-4c2a-850d-df63d49180e3,Zach Harrison,DL,ATL
1741,d77d00fa-363a-4994-8ec8-2265c9f5d154,Zach Sieler,DL,MIA
1742,24912e6b-f344-4fca-bcc2-377161a1fa2e,Zach Thomas,OL,HOU
1743,09efaa7f-a3f0-4bbe-bda6-3ef97d3deeb7,Zach Tom,OL,GB
1744,00b05600-90ba-4184-9318-ca005a5d5b29,Zach Triner,LS,MIA
1745,5cb6bf6c-fcc6-44ed-99f3-02f1fc009a41,Zach Wood,LS,NO
1746,116424c5-9aed-418c-9f4c-c91f89d811b1,Zachary Carter,DL,LV
1747,82a2ec48-9bc4-47ef-86d0-6f7bf4e18dd3,Zack Bailey,OL,NYJ
1748,03a3b4e4-39aa-4153-8642-7eb5438a1058,Zack Baun,LB,PHI
1749,5fd98339-1801-4be5-9f93-72ed96b00ad2,Zack Martin,OL,DAL
1750,a6fd7eed-fb42-4cd7-9997-79046360116d,Zaire Barnes,LB,NYJ
1751,c3642c50-934e-4089-8651-f1146451a952,Zaire Franklin,LB,IND
1752,094d88b9-e38a-4ce3-9dc7-04637dd3e7e6,Zak Zinter,OL,CLE
1753,43421d80-a2ab-4a09-8474-c7e229688f22,Zaven Collins,LB,ARI
1754,855ac83c-9f11-4ca5-8d3c-83bf15ca17e5,Zayne Anderson,DB,GB
1755,fe60d5f8-0209-4475-bbaf-0a33ca01609b,Zion Johnson,OL,LAC
1756,722c592d-801d-4c6d-b14d-3a8d506c697b,Zyon McCollum,DB,TB
1757,4035004f-e096-45bb-9ce8-02b5519147c4,A.J. Green,DB,LA
1758,ac83a9f0-265f-42e6-9f50-dcbdab8101ed,A.J. Thomas,DB,NE
1759,57452712-2e0a-4dcd-852d-d4c8e5d7697a,A.J. Woods,DB,PHI
1760,07c40284-a94d-4fc4-a506-d2285877df71,Aaron Beasley,LB,CAR
1761,1ee2944f-dfe8-418c-8818-577307f92854,Aaron Casey,LB,CIN
1762,16449e3f-7972-4a79-851c-f03e89a33fa0,Aaron Robinson,DB,NYG
1763,7d9afdae-6894-4664-88ef-c70388c8b0d1,Abdullah Anderson,DL,TEN
1764,d8820483-b12a-47c2-9c00-a4fed974e81a,Abraham Beauplan,LB,DET
1765,10527128-5fde-49e9-b8ae-06addf708e60,Adam Gotsis,DL,TB
1766,7b8d5c81-c334-401b-a55b-a3882fbfa836,Adedayo Odeleye,DL,BAL
1767,3139dc24-b9b9-47ac-baf9-078f8376fec3,Adetokunbo Ogundeji,LB,PIT
1768,97b62ea2-c13f-4f5e-b2a4-27f65a8b5586,Adrian Amos,DB,SF
1769,8cab478a-a036-47f2-939c-2c549e92a7da,Akeem Dent,DB,LAC
1770,ec1b615a-c4db-461d-9f7b-5b753e856790,Al Blades Jr.,DB,NYJ
1771,96c5545f-e4f1-4fd5-8cd3-71a43a0a2486,Albert Huggins,DL,DAL
1772,b068ba0c-a0a7-4889-9fed-5294962fb509,Alec Lindstrom,OL,NYJ
1773,45eeb46e-5ae3-4b34-ad62-dd4cd0572298,Alec Mock,LB,DEN
1774,d03d9d79-3b9d-4de8-9ea0-6866bc7a29f6,Alex Akingbulu,OL,WAS
1775,00a146ad-ed43-4f64-af4f-bba41e554874,Alex Cook,DB,NYG
1776,11f3f129-c808-43ca-b86d-158b5e6dfed3,Alex Gubner,DL,KC
1777,23e9716d-e0d2-4eeb-9990-994d399ad0b7,Alex Johnson,DB,IND
1778,a4345aa0-c272-49e3-9b50-a67d9f73d2c5,Alex Leatherwood,OL,LAC
1779,2924272c-9458-4f99-a428-7a16cfc3f54d,Ambry Thomas,DB,MIN
1780,396afc90-4770-4d38-a61f-1cddd1186b7c,Anderson Hardy,OL,MIA
1781,f2db33c2-e557-4eee-911f-bdf1155a7711,Andre Carter,DL,CIN
1782,08019df1-1f6c-4229-bfdc-661ca8f4a602,Andre Jones Jr.,DL,WAS
1783,ff25be91-0c29-483a-a9af-14bfdc20a017,Andre Smith,LB,DEN
1784,3d7c2b3e-d992-4faf-9d2c-3211899fd46b,Andre' Sam,DB,PHI
1785,64a3b81b-29ed-4bce-9d44-076e8009f8ae,Andrew Coker,OL,CIN
1786,1f61ac09-4415-4184-b645-c28d4e9575f8,Andrew Dowell,LB,NO
1787,75aed2b9-9658-4ceb-9f54-1c0498312aa3,Andrew Farmer,LB,DEN
1788,081be220-6e9f-4026-ba12-58339ab61329,Andrew Hayes,DB,TB
1789,6ce1fd6e-d8ce-4881-9e70-803b15192939,Andrew Parker,LB,NE
1790,9a27b891-7105-4093-81fc-a97356772901,Andrew Raym,OL,CAR
1791,35bf23af-7492-4706-bdbf-226eb03406e7,Angelo Blackson,DL,ARI
1792,53b7f32a-3a7f-4ee9-a7db-4eded9be9aa8,Anthony Averett,DB,HOU
1793,ced81959-01f3-48b0-a48d-e5e82f9d5eca,Anthony Goodlow,DL,ARI
1794,e1bf15e0-8ab2-49b4-a024-69c25f90f90e,Anthony Hines III,LB,NYJ
1795,dfb94515-185c-4247-b2c4-03f1de419c01,Anthony Johnson,DB,ATL
1796,d00de3c2-f5ef-4630-a072-d2ac5ad4b140,Anthony Kendall,DB,BAL
1797,507d4c86-cd28-4474-b075-4efee661c100,Anthony Sao,DB,ATL
1798,33ba080a-7530-456f-be5f-fe2982df7512,Antonio Grier Jr.,LB,TB
1799,da31937a-c3f1-4755-aa8e-c13fa7654fe4,Armani Taylor-Prioleau,OL,WAS
1800,60615e9b-c08c-4cc9-93aa-9cf043f32f53,Arnold Tarpley,DB,ATL
1801,c08c6d29-2d40-4722-aebc-c99c7521a7f8,Atonio Mafi,OL,IND
1802,19b13f34-fd87-48d6-a403-7a2c2e17cae7,Austin Ajiake,LB,IND
1803,ba13b3de-05c5-43cf-91bf-524868e5fe92,Austin Bryant,DL,SF
1804,a96f289e-648e-4120-84fe-272116c3216f,Austin McNamara,P,CIN
1805,04174d57-b4d9-456f-a5eb-9ea34fd9c6cb,Avery Jones,OL,TB
1806,d253fad3-0e84-448d-900e-0efe991cf20f,Aviante Collins,OL,CHI
1807,f6081983-c33f-4986-84d7-e003f0e7acd0,Ayo Oyelola,DB,PIT
1808,1d03ae05-2f8a-4bcb-a9e6-98acf82f86af,Azizi Hearn,DB,NYG
1809,d9ef4f98-a5c2-4bb6-9866-8219a2b0ade3,Badara Traore,OL,CAR
1810,b25c1c1a-a362-4599-ab87-e5008f6f14a1,Barry Wesley,OL,ATL
1811,9df9af44-fd5b-4d03-acdb-8bbfb193291a,Basil Okoye,DL,LAC
1812,85aeebef-fc3a-4db4-8b8e-260d07865554,Bayron Matos,OL,MIA
1813,92cbe27b-21cb-44d2-81b5-7422346a9d4b,Ben Nikkel,DB,WAS
1814,319ce7ea-0040-47ab-9175-6b670d2b8402,Ben Stille,DL,ARI
1815,9a193a43-b4c2-421b-8cf6-691b038d6115,Benning Potoa'e,DL,WAS
1816,f052d8b5-e3fc-4977-94d9-fef64041b6c6,Benny Sapp III,DB,ATL
1817,30769623-8121-470b-8216-39345c23fc16,Blake Larson,OL,LA
1818,7a9d65e7-0d13-4ea4-9658-b8930bf5c146,Bo Bauer,LB,WAS
1819,673078c0-49a9-43e4-892b-02d734355cf9,Bobby Hart,OL,WAS
1820,d41ce712-2320-4db5-bab0-94602063de9a,Bobby McCain,DB,MIN
1821,a1ca7293-c88c-4cd5-b01c-38aa04827ad4,Bobby Price,DB,WAS
1822,420111eb-fcae-46e2-995e-9ffe98fd07d9,Brad Robbins,P,CIN
1823,0ccc1daf-0505-403e-9f0e-a87357cfcc58,Bradlee Anae,DL,NYJ
1824,2f01d1a7-b5bb-4ca8-b90d-e486d490e929,Brady Breeze,DB,CLE
1825,9a0874fe-85d0-48a1-87b0-4973818a436f,Brady Latham,OL,NYJ
1826,a14ed1bf-d143-44a1-8d9a-24d6acdc83bd,Brandon Bouyer-Randle,LB,CLE
1827,68c311e6-ad22-4747-b045-9090725eb0f4,Brandon Facyson,DB,LV
1828,33db13a5-dbe5-45b1-81a8-aa15b02df962,Brandon Joseph,DB,DET
1829,a41d4954-faac-4bfc-86e0-7c94c16390f6,Brandon Matterson,DL,TB
1830,1a67ae51-119e-4e43-acf2-1e70e63e8088,Brandon Walton,OL,CAR
1831,6f07231e-aa47-4ad3-8f6c-75845f206acc,Branson Deen,DL,BUF
1832,44c6ce9f-1ce6-4418-90d5-e338e8bd6aa9,Breeland Speaks,DL,JAX
1833,f25451a4-5cfc-4e52-a549-8f2ea595780e,Breiden Fehoko,DL,PIT
1834,3332a966-8c43-4388-816d-3b36871a4c2d,Brent Laing,OL,LAC
1835,f2b56d42-7f5d-42fb-ba74-699cbe44d405,Brevin Allen,DL,NE
1836,eb607aae-b5fd-4daf-a788-c83224e56c2a,Brian Allen,OL,CLE
1837,86751cbd-2b1f-4db7-ac02-7a50b1270646,Brian Dooley,OL,TEN
1838,c7a393e6-c732-48f6-810d-c679b958bab8,Briason Mays,OL,SF
1839,9fcd9a0f-60cd-4cb0-b1c3-0eeb5d6acc08,Brock Mogensen,LB,DAL
1840,a4bf4be6-af2e-4304-816f-7caee27c2557,Bryan Hudson,OL,NYG
1841,cc244c1e-b346-4731-8679-ecf523f18241,Buddha Jones,DL,SEA
1842,e7093f32-6d11-49ce-bb06-b7dc4914aaa3,Byron Vaughns,LB,DAL
1843,9f0bcfeb-daac-454d-aec7-4981539d7bd8,C.J. Moore,DB,DET
1844,6b2f305a-a64e-47f0-b6ad-dd6813f30c22,C.J. Ravenell,DL,BAL
1845,ca3b33e1-b616-437a-bdf6-01c55e504217,Caden Sterns,DB,PHI
1846,2983569b-67d9-4997-aa09-c9ec066ee25f,Caleb Jones,OL,NE
1847,4ef577ff-80ff-425f-a657-bfe3314e2281,Caleb Murphy,LB,LAC
1848,3428f5ba-b2f7-4756-a707-17eaa7ee6855,Calvin Munson,LB,MIN
1849,15c55046-4296-4bb8-a180-3fdb90cc9807,Calvin Throckmorton,OL,DEN
1850,af0664c6-202f-42be-92f9-a688d98d70bc,Cam Lampkin,DB,LA
1851,828d3df9-b424-4baf-98b9-e3cc4f5f3746,Cameron Erving,OL,PHI
1852,f75bde2e-384e-44a9-8b13-48c962fb8ac2,Cameron Fleming,OL,DEN
1853,efee1107-af98-420c-a9d1-006055b0dab3,Cameron Lyons,LS,CHI
1854,b8cdeb4a-1b48-40e6-bbaa-40af5063d890,Cameron McCutcheon,DB,LA
1855,e28650a1-9dc3-4adf-b52b-e3a13c80127a,Cameron Tom,OL,CLE
1856,08c6db8a-88ae-4012-9fa5-6d178cb31100,Carl Jones,LB,CHI
1857,e9d7354e-f87a-411a-86fa-4a8c2c000713,Carlos Davis,DL,CIN
1858,6d3585f3-6ad8-4496-bfc3-39a7b3d3324e,Carlton Johnson,DB,SEA
1859,749277d4-6acc-434d-b671-5989676adc99,Carter Coughlin,LB,NYG
1860,f0a75ef0-a516-4e98-8a26-3645080b33f1,Casey Rogers,DL,NYG
1861,0e9e4721-d6be-40ba-9455-9ccede0bfa1e,Casey Toohill,DL,BUF
1862,a81a8389-296c-49b6-9dae-700e92be3280,Chandler Brewer,OL,TEN
1863,57a565e2-5c04-41f6-bbee-f85a65b47beb,Chapelle Russell,LB,WAS
1864,836c6ea1-c689-488b-bdd9-6a0d07b1fcac,Charles Harris,DL,PHI
1865,87cd078e-0d08-4980-9808-e9c77cfc07a2,Charles Turner III,OL,NE
1866,af14373a-4728-45a0-9456-463d147430e1,Charles Woods,DB,LA
1867,66337db9-6374-4ebe-b721-83be9cf798a3,Charlie Thomas,LB,CLE
1868,02303321-1e00-4ff6-9d73-fbd10071ea45,Chase Lucas,DB,SF
1869,fe097607-37c3-4198-9007-0b86f976617f,Chase Williams,DB,CLE
1870,93690bc1-95f5-4544-8cc5-d3736d974c5b,Chasen Hines,OL,MIA
1871,cec28471-6c62-4ad8-90b9-5e2faff41430,Chelen Garnes,DB,DET
1872,a22fa595-2662-4f4d-9f7e-cde659f3095c,Chim Okorafor,OL,CLE
1873,eb4553a5-bcf2-4cd7-9080-06e0ffa5235d,Chris Garrett,LB,ARI
1874,4d7b49f5-638a-4bc6-88b2-399cf4685ef3,Chris Lammons,DB,IND
1875,6079a199-5f15-433a-84be-f2c299c8d61a,Chris McDonald,DB,TB
1876,7a79528d-c7b3-45e7-a9b7-ae4e77c4156b,Chris Reed,OL,NO
1877,4dfa4a2e-d422-4148-aba6-58c693b23cd5,Chris Russell,LB,GB
1878,c8cc5be0-ce0c-49ea-9847-39b3d5d9d6b9,Chris Wilcox,DB,CAR
1879,16ea71d5-6208-4747-9f04-1c451f9ae902,Chris Wormley,DL,BAL
1880,2fb070b0-1ba9-4f89-9fd3-dde39318f57d,Christian Braswell,DB,JAX
1881,031942bc-c01a-4ccc-aa2a-0f571274d38d,Christian Duffie,OL,CAR
1882,ec1da61e-64c6-43b2-af67-cfb4fada33ed,Christian Holmes,DB,NYG
1883,a5cf090c-4041-4879-9ad7-d50d58eb5590,Christian McCarroll,DL,NE
1884,4b3c679e-622c-4284-a610-4c6a674d5ec9,Christian Young,DB,GB
1885,9778930f-b6cb-4235-9bb0-45f2e872c04c,Christopher Hinton,DL,LAC
1886,d92ba29a-8a02-4c92-9ac9-f91290ee55cf,Chuck Filiaga,OL,MIN
1887,51248ce1-aebb-42d8-a940-88addcf7d417,Chukwuebuka Godrick,OL,KC
1888,8a04847c-1f36-4f39-8433-2f1487fecc0c,Clark Barrington,OL,LV
1889,72c8b891-cc28-4f44-9292-7f102633f6af,Clay Fields III,DB,IND
1890,5f0805b8-d2ce-4f65-a13b-6bb4347278c7,Clayton Isbell,DB,NYG
1891,b762d6c1-bd6b-4215-b687-db5528a5e401,Cohl Cabral,OL,DAL
1892,823a27e3-defa-4ee0-9706-315a8940cda3,Cole Christiansen,LB,KC
1893,defb0d68-1eec-4b68-a648-db8719b69264,Cole Spencer,OL,TEN
1894,ab04d09d-d357-4809-bd25-cfd73558b043,Corey Bullock,OL,BAL
1895,b20d08a0-6797-4975-8cd8-24d9f29d8c38,Corey Luciano,OL,LV
1896,39374447-99ae-4aa0-b0d6-fd37970e24ad,Cornell Armstrong,DB,LV
1897,c6d0678d-375d-43cb-a09f-aa4a70fa1279,Coy Cronk,OL,MIN
1898,6b1fd753-6cfd-4706-8338-d20f7f81c46e,Craig James,DB,DET
1899,9e439f5b-3b67-4efc-902a-64fade591b9f,Craig Young,LB,CIN
1900,bbf127c2-15dd-43a6-bf4a-667d11dba2e7,Curtis Bolton,LB,TEN
1901,d80a9103-808e-4809-8bd5-c43418bbd69a,D.J. Miller,DB,KC
1902,c7106d2b-7b17-40bc-8f20-56e49f59ca41,D'Shawn Jamison,DB,PIT
1903,a4753038-6bb9-4cd4-a20b-7385eb7f104d,Daequan Hardy,DB,BUF
1904,c00ed616-ca14-4778-a722-648f56a6038d,Dakoda Shepley,OL,DAL
1905,39290b0b-baeb-4cd0-9238-4ff7cda052d5,Dallas Gant,LB,PHI
1906,c3d293be-7fb2-4b65-bb64-31ab1489c5ff,Dallis Flowers,DB,TB
1907,248c34dc-87d0-47ee-926a-c9629681fa45,Dalton Wagner,OL,LV
1908,92077e19-496a-46d0-86d7-ff0ba5157698,Damarion Williams,DB,SEA
1909,4cb3965f-3117-4fb0-a13e-dabc9a4ef9d7,Damien Wilson,LB,DAL
1910,dfa84e22-17d0-4b4d-83f5-96ef49a6db80,Dane Cruikshank,DB,ATL
1911,741877f6-d03b-4433-b257-bb8507687f9d,Daniel Grzesiak,DL,TB
1912,6acb026a-7e2b-4dbb-af6b-f9880f4386a2,Darien Butler,LB,LV
1913,85b90b21-e2f3-48ba-92d5-92b1ddf20e29,Darius Rush,DB,KC
1914,511d705e-8792-446c-b5d1-dc5e1fe7a3b0,DaRon Gilbert,LB,DET
1915,3dbedcfb-4813-4705-9b60-f0251d411f4d,Darrell Simpson,OL,BAL
1916,57c7a1e0-e69f-4112-86c8-cbf60ac1f60d,Darren Hall,DB,ARI
1917,64272c36-2b33-414f-aba6-afc9096a170a,Darrian Beavers,LB,NYG
1918,47fba902-fa57-4384-b9df-8848125de14d,Darrian Dalcourt,OL,BAL
1919,66218dab-6b47-4399-99f4-ae56f0cb8edd,Darryl Williams,OL,JAX
1920,f0e9bdaf-ee23-46ad-89a6-f77e1c1106c3,Dashaun Mallory,DL,CHI
1921,05a4f4db-5767-458d-b355-35d9bd973aea,David Agoha,DL,LV
1922,4023efe1-65c6-49aa-938c-567f3b954a90,David Anenih,LB,PHI
1923,f8b00310-8657-411c-a267-81267987a89e,David Bada,DL,DET
1924,c17161f6-3bfc-455f-a9bd-679980fc44ae,David Long Jr.,LB,TEN
1925,b348e6a6-7979-41d8-b702-06170b8418c5,David Nwaogwugwu,OL,WAS
1926,c89ba781-7072-4da1-818b-84f0e2f20869,David Olajiga,DL,LA
1927,74ef71c2-d96e-4a12-a5b9-510ad9402337,David Perales,DL,PIT
1928,a8a31bcd-aab5-4e06-bee6-9d006b33383f,David Sharpe,OL,NYJ
1929,17ba4be4-6ef9-4149-8f66-bd8577a61861,David Ugwoegbu,DL,BUF
1930,8a0566d1-f01d-4847-b0b9-97f3aa162613,Deadrin Senat,DL,BAL
1931,1f1ce5a9-5163-449b-9fa6-320e136ed7fd,Dee Delaney,DB,DAL
1932,0c35a0a8-ce45-4de0-acc2-671ec5e98dd0,Deion Jennings,LB,BAL
1933,6a1037d1-2f94-4f94-8800-a38d9257deef,Delonte Hood,DB,ARI
1934,b3c616e2-190b-45cc-b065-7a00ac9a47e6,Demarcus Governor,DB,LV
1935,c220938e-70d3-406d-85ed-265c3bc58341,Dennis Daley,OL,JAX
1936,5f58cc89-0391-4961-95c8-0e3c1090369c,Denzel Daxon,DL,DAL
1937,60efa6e8-6cbb-4789-bb50-89d874e1c9b3,Deon Bush,DB,KC
1938,3742b104-a127-4a27-95e4-fe1480606776,Dequan Jackson,LB,MIA
1939,5678e3d9-756f-4ae8-b56f-75b4d2155b82,Derek Rivers,DL,IND
1940,522e07f2-22fb-44fb-83b5-6496c32d106d,Derrick McLendon,DL,MIA
1941,4a37ad8c-f788-4a46-a8e3-3245ae73df8b,Deslin Alexandre,DL,GB
1942,b1bff29e-d5f8-44bf-8d9e-004c5c982e05,Desmond King,DB,BAL
1943,d9ae0178-735f-4f6a-9abc-f6d35e3ce99d,Devere Levelston,DL,SEA
1944,8e4dbb9e-232e-495f-915c-21aba66e502c,Devery Hamilton,OL,PIT
1945,f8987b12-a9f2-4c28-8fb7-d7b10b0a1eac,Devin Harper,LB,PIT
1946,2b79f306-7de6-4e58-8506-2fe63dc09972,Devin Richardson,LB,SEA
1947,8ab30bad-8157-49a6-a1ee-6d3bf5dda8c9,Devonnsha Maxwell,DL,CIN
1948,6e038d15-1b58-4c94-ab93-104c828b225c,Dicaprio Bootle,DB,LAC
1949,1110b1a8-4bbc-417e-97e7-b3bec5642b1f,Dieter Eiselen,OL,JAX
1950,eeb2bb80-518f-4579-8542-980ebf6bac90,DJ Coleman,DL,JAX
1951,018f67c0-9d13-4962-a01a-288000b58a05,DJ James,DB,NE
1952,ea8ed6ad-f250-4cb2-a105-0ffb0af24a43,Donavan Mutin,LB,ATL
1953,89ac28db-73e4-4fea-80cb-ebc645973e06,Donovan Jennings,OL,GB
1954,40c11c52-dfd6-41f9-a60a-7bf7ad208254,Doug Nester,OL,PIT
1955,281cf75f-0677-4576-9875-28481dee7589,Duke Clemens,OL,DET
1956,f67dcf96-4b24-46bf-84a5-f85eb74e2448,Duke Shelley,DB,NYG
1957,27240c93-55d5-4963-98e0-045ee2ccd5a2,Durell Nchami,DL,IND
1958,5135324b-049b-42ce-94e9-c3a827981cf3,Dylan Cook,OL,PIT
1959,c977f034-f3a5-4bca-8c4c-e281a2c9bff3,Dyshawn Gales,DB,CLE
1960,5b181892-2857-4121-b0c1-0510916a8c77,Easton Gibbs,LB,SEA
1961,ba1e9431-4bbd-4324-8a30-7f115e4b574b,Efe Obada,DL,WAS
1962,75b15bfe-16b1-47cf-bef5-894b85b740ef,Ekow Boye-Doe,DB,NYG
1963,4312a26a-b864-4974-b1be-5c0826e06ce4,Eku Leota,LB,PIT
1964,40f51c5c-d48e-49c6-a015-e6ae9a26f171,Elerson G. Smith,LB,CLE
1965,fe2edab4-dc09-4420-8688-ec0de6e5aa32,Eli Ankou,DL,BUF
1966,532da139-5caa-4919-a641-38a67ab21620,Elias Neal,LB,LA
1967,dca2d636-c974-43f1-ab4d-60d8d0ffba8f,Emany Johnson,DB,LAC
1968,ed246b64-7764-4de5-a4d6-e94d199e2272,Eric Garror,DB,SEA
1969,9652f73b-7f8d-4e14-b948-655299ac4f75,Eric Miller,OL,CIN
1970,b132f4de-2432-4e57-a18e-2908cad6c836,Eric Rowe,DB,PIT
1971,7d35ffa1-b517-4553-bc8b-42c4a93eeb5e,Eric Scott Jr.,DB,KC
1972,f07f6366-588f-4a4b-b9de-58e258c143f7,Erick Hallett,DB,DET
1973,81f3c82c-9771-4e20-8e1d-62cdbfab7892,Erik Harris,DB,SF
1974,b133e940-7928-4992-992f-e02930d6c0a0,Essang Bassey,DB,DET
1975,54c5ea2e-685d-4c09-8130-d9e95d25a7bd,Ezekiel Vandenburgh,LB,MIA
1976,57a5b5e8-d7dc-4716-927d-91070ecc45a8,Fabien Lovett Sr.,DL,KC
1977,9fe6673d-ee1a-456c-9c7f-13fb4fbb8a5c,Faion Hicks,DB,SEA
1978,12ca0d6e-8af9-4a1d-8cd1-1bd9c279e0c7,Frank Ginda,LB,LAC
1979,28339b23-a260-4c0f-81e2-53d673e8146c,Gabe Hall,DL,PHI
1980,07ddd7b1-e2f7-427d-8566-bb7b1f3545a3,Gabe Jeudy-Lally,DB,TEN
1981,ef3ab43e-3e58-42e0-b237-9b7048001500,Gable Steveson,DL,BUF
1982,4e0d5441-8bd1-48dd-92b2-6b7e9aaf1d23,Gabriel Murphy,LB,MIN
1983,5a4bd42d-a725-4b34-86b8-124c118d93cb,Garret Greenfield,OL,TB
1984,5b3a930a-3ea1-4f84-904c-44b4fb061c8b,Gemon Green,DB,GB
1985,85bab74d-e17e-4f0a-891f-bc96f8114482,Genard Avery,DL,IND
1986,6f667ae5-44b8-4dba-91e3-fc3e164508b4,Gottlieb Ayedze,OL,LV
1987,2642eecb-6fc7-4dc7-941b-4aaed59e3fd6,Grant Miller,OL,LA
1988,581faee9-6af2-4806-8e68-074dc9d8c0c6,Gregory Junior,DB,HOU
1989,f301812f-c0c8-4361-9ab8-6f97939d2896,Griffin McDowell,OL,KC
1990,66af38ac-4f0d-4499-8d42-81a663dfe9ee,Gunner Britton,OL,BUF
1991,48aaf4d2-7dc6-43b3-bc00-eac1c447dda2,Haggai Ndubuisi,DL,WAS
1992,a75f984d-5e89-4a8f-b545-c8eb179f6fc6,Henry Byrd,OL,MIN
1993,b97dd1f0-c425-471a-8928-1f7974257123,Ike Boettger,OL,CAR
1994,0c2d6bb1-98d6-4a2f-ba6c-5ce4687316cc,Ilm Manning,OL,SEA
1995,fb0bbfc5-0018-4c25-96f2-d2776581b104,Isaac Alarcon,OL,SF
1996,739bc801-7009-45b6-baa5-270e9841e41b,Isaac Ukwu,DL,DET
1997,61270347-fdbf-4838-8370-8582907e9a9e,Isaiah Buggs,DL,KC
1998,4b983c29-02ac-4afc-a0b2-ac97006eb51e,Isaiah Iton,DL,TEN
1999,de0cdcfd-0839-41b2-87c9-0bdcf623c939,Isaiah Johnson,DB,MIA
2000,da565abc-a8c7-4a1e-be4f-555e74f1080c,Isaiah Mack,DL,MIA
2001,f568bcef-acd1-44fd-820e-0c4e8c68854e,Isaiah Prince,OL,TEN
2002,9b23c5f1-febf-4b95-8223-b333de771183,J.D. DiRenzo,OL,CAR
2003,ec76c287-d20a-4156-ae8b-a799a116d06b,Ja'Quan Sheppard,DB,LV
2004,45598c52-2af0-4e4e-bc84-0f769fd34e5d,Ja'Tyre Carter,OL,CAR
2005,a8bee6f7-0c11-43d2-9aba-c731b82e26a1,Jack Anderson,OL,DAL
2006,05f6a816-0296-4b1a-bfce-eeaf89ead631,Jack Heflin,DL,LA
2007,344bf495-5873-490d-9a27-99312625948f,Jackson Mitchell,LB,CAR
